Key,City
Belarus/Vassilyevichy,Vassilyevichy
Belarus/Vawkavysk,Vawkavysk
Belarus/Vileyka,Vileyka
Belarus/Vitebsk,Vitebsk
Belarus/Vyerkhnyadzvinsk,Vyerkhnyadzvinsk
Belarus/Vysokoye,Vysokoye
Belarus/Zhlobin,Zhlobin
Belarus/Zhytkavichy,Zhytkavichy
Belarus/Zitkovichi,Zitkovichi
Belgium/Adinkerke,Adinkerke
Belgium/Antwerp,Antwerp
Belgium/Bertrix,Bertrix
Belgium/Botrange,Botrange
Belgium/Brecht,Brecht
Belgium/Bree,Bree
Belgium/Brugge,Brugge
Belgium/Brussels,Brussels
Belgium/Charleroi,Charleroi
Belgium/Geel,Geel
Belgium/Gent,Gent
Belgium/Hasselt,Hasselt
Belgium/Hornu,Hornu
Belgium/Huy,Huy
Belgium/Koksijde,Koksijde
Belgium/Leuven,Leuven
Belgium/Liege,Liege
Belgium/Marienbourg,Marienbourg
Belgium/Oostende,Oostende
Belgium/Spa,Spa
Belgium/St. Truiden,St. Truiden
Belize/Belize City,Belize City
Belize/Belmopan,Belmopan
Belize/Consejo,Consejo
Benin/Abomey-Calavi,Abomey-Calavi
Benin/Allada,Allada
Benin/Aplahoué,Aplahoué
Benin/Banikoara,Banikoara
Benin/Bembèrèkè,Bembèrèkè
Benin/Bohicon,Bohicon
Benin/Bétérou,Bétérou
Benin/Comé,Comé
Benin/Cotonou,Cotonou
Benin/Cové,Cové
Benin/Dassa-Zoumé,Dassa-Zoumé
Benin/Djougou,Djougou
Benin/Dogbo,Dogbo
Benin/Grand-Popo,Grand-Popo
Benin/Guilmaro,Guilmaro
Benin/Hinvi,Hinvi
Benin/Hévié,Hévié
Benin/Kandi,Kandi
Benin/Kétou,Kétou
Benin/Lokossa,Lokossa
Benin/Malanville,Malanville
Benin/Natitingou,Natitingou
Benin/Nikki,Nikki
Benin/Ouidah,Ouidah
Benin/Parakou,Parakou
Benin/Pobé,Pobé
Benin/Sakété,Sakété
Benin/Savalou,Savalou
Benin/Save,Save
Benin/Tanguiéta,Tanguiéta
Benin/Tchaourou,Tchaourou
Bermuda/Hamilton,Hamilton
Bermuda/Melrose,Melrose
Bermuda/Saint George,Saint George
Bermuda/Town Hill,Town Hill
Bolivia/Abapó,Abapó
Bolivia/Achacachi,Achacachi
Bolivia/Aiquile,Aiquile
Bolivia/Alisar,Alisar
Bolivia/Amarete,Amarete
Bolivia/Arani,Arani
Bolivia/Ascensión,Ascensión
Bolivia/Atocha,Atocha
Bolivia/Azul Kjocha,Azul Kjocha
Bolivia/Batallas,Batallas
Bolivia/Betanzos,Betanzos
Bolivia/Boyuibe,Boyuibe
Bolivia/Buena Vista,Buena Vista
Bolivia/Camargo,Camargo
Bolivia/Capinota,Capinota
Bolivia/Cayarani,Cayarani
Bolivia/Cañada Hornillos,Cañada Hornillos
Bolivia/Centro Laime Toro,Centro Laime Toro
Bolivia/Chakamayu,Chakamayu
Bolivia/Challa Chico,Challa Chico
Bolivia/Challapata,Challapata
Bolivia/Charagua,Charagua
Bolivia/Charana,Charana
Bolivia/Chijmuri,Chijmuri
Bolivia/Chimoré,Chimoré
Bolivia/Chimpa Chaupiloma Bajo,Chimpa Chaupiloma Bajo
Bolivia/Chonka Loma,Chonka Loma
Bolivia/Chulumani,Chulumani
Bolivia/Churu Estrella,Churu Estrella
Bolivia/Cliza,Cliza
Bolivia/Cochabamba,Cochabamba
Bolivia/Colchani,Colchani
Bolivia/Colomi,Colomi
Bolivia/Colquechaca,Colquechaca
Bolivia/Colquiri,Colquiri
Bolivia/Coluyo Chico,Coluyo Chico
Bolivia/Coluyo Grande,Coluyo Grande
Bolivia/Comarapa,Comarapa
Bolivia/Concepción,Concepción
Bolivia/Copachuncho A,Copachuncho A
Bolivia/Copachuncho B,Copachuncho B
Bolivia/Coripata,Coripata
Bolivia/Coroico,Coroico
Bolivia/Corral Viejo,Corral Viejo
Bolivia/Cotoca,Cotoca
Bolivia/Culpina,Culpina
Bolivia/Curahuara de Carangas,Curahuara de Carangas
Bolivia/Entre Ríos,Entre Ríos
Bolivia/Epizana Alto,Epizana Alto
Bolivia/Estancillas,Estancillas
Bolivia/Eucaliptus,Eucaliptus
Bolivia/Guayaramerín,Guayaramerín
Bolivia/Huanuni,Huanuni
Bolivia/Huarina,Huarina
Bolivia/Huatajata,Huatajata
Bolivia/Huerta Loma,Huerta Loma
Bolivia/Ipajama,Ipajama
Bolivia/Irpa Irpa,Irpa Irpa
Bolivia/Jorochito,Jorochito
Bolivia/Juchuy Vilaque,Juchuy Vilaque
Bolivia/Jukumari Alto,Jukumari Alto
Bolivia/Jukumari Bajo,Jukumari Bajo
Bolivia/Kaspi Corral,Kaspi Corral
Bolivia/Katarillos,Katarillos
Bolivia/Kello Mayo,Kello Mayo
Bolivia/La Bélgica,La Bélgica
Bolivia/La Paz,La Paz
Bolivia/Lahuachaca,Lahuachaca
Bolivia/Lampaso,Lampaso
Bolivia/Limon,Limon
Bolivia/Llachuc Mayu,Llachuc Mayu
Bolivia/Llallagua,Llallagua
Bolivia/Los Negros,Los Negros
Bolivia/Machacamarca,Machacamarca
Bolivia/Mairana,Mairana
Bolivia/Mapiri,Mapiri
Bolivia/Mineros,Mineros
Bolivia/Mizque,Mizque
Bolivia/Monte Punco A,Monte Punco A
Bolivia/Monte Punco B,Monte Punco B
Bolivia/Monteagudo,Monteagudo
Bolivia/Montero,Montero
Bolivia/Moya Pampa,Moya Pampa
Bolivia/Muyu Khuchi,Muyu Khuchi
Bolivia/Okinawa Número Uno,Okinawa Número Uno
Bolivia/Padilla,Padilla
Bolivia/Pailón,Pailón
Bolivia/Patacamaya,Patacamaya
Bolivia/Paurito,Paurito
Bolivia/Poopó,Poopó
Bolivia/Portachuelo,Portachuelo
Bolivia/Potosí,Potosí
Bolivia/Puerto Maravilla,Puerto Maravilla
Bolivia/Puerto Quijarro,Puerto Quijarro
Bolivia/Puerto Suarez,Puerto Suarez
Bolivia/Puesto de Pailas,Puesto de Pailas
Bolivia/Punata,Punata
Bolivia/Quilla Orko,Quilla Orko
Bolivia/Quime,Quime
Bolivia/Reyes,Reyes
Bolivia/Robore,Robore
Bolivia/Rurrenabaque,Rurrenabaque
Bolivia/Samaipata,Samaipata
Bolivia/San Borja,San Borja
Bolivia/San Carlos,San Carlos
Bolivia/San Cristóbal,San Cristóbal
Bolivia/San Ignacio,San Ignacio
Bolivia/San Joaquin,San Joaquin
Bolivia/San Juan del Surutú,San Juan del Surutú
Bolivia/San Julian,San Julian
Bolivia/San Matías,San Matías
Bolivia/San Miguel del Bala,San Miguel del Bala
Bolivia/San Pablo,San Pablo
Bolivia/San Pedro,San Pedro
Bolivia/San Ramón,San Ramón
Bolivia/Sanjas,Sanjas
Bolivia/Santa Bárbara,Santa Bárbara
Bolivia/Santa Cruz,Santa Cruz
Bolivia/Santa Rita,Santa Rita
Bolivia/Santa Rosa,Santa Rosa
Bolivia/Santa Rosa del Sara,Santa Rosa del Sara
Bolivia/Santiago del Torno,Santiago del Torno
Bolivia/Sehuencas,Sehuencas
Bolivia/Sipe Sipe,Sipe Sipe
Bolivia/Sorata,Sorata
Bolivia/Sucre,Sucre
Bolivia/Tambillo,Tambillo
Bolivia/Tambo Khasa,Tambo Khasa
Bolivia/Tapa Tapa,Tapa Tapa
Bolivia/Tarabuco,Tarabuco
Bolivia/Tarata,Tarata
Bolivia/Tarija,Tarija
Bolivia/Tarko Pampa,Tarko Pampa
Bolivia/Teja Wasi,Teja Wasi
Bolivia/Tiraque C,Tiraque C
Bolivia/Tiwanaku,Tiwanaku
Bolivia/Totora,Totora
Bolivia/Totoral,Totoral
Bolivia/Trinidad,Trinidad
Bolivia/Tupiza,Tupiza
Bolivia/Urubichá,Urubichá
Bolivia/Uyacti Hacienda,Uyacti Hacienda
Bolivia/Uyacti Punta,Uyacti Punta
Bolivia/Vallegrande,Vallegrande
Bolivia/Veladeros,Veladeros
Bolivia/Velasquez,Velasquez
Bolivia/Villa Alota,Villa Alota
Bolivia/Villa Yapacaní,Villa Yapacaní
Bolivia/Villamontes,Villamontes
Bolivia/Villazón,Villazón
Bolivia/Viloco,Viloco
Bolivia/Vinto,Vinto
Bolivia/Yacuiba,Yacuiba
Bolivia/Yumani,Yumani
Bosnia and Herzegovina/Banja Luka,Banja Luka
Bosnia and Herzegovina/Bihac,Bihac
Bosnia and Herzegovina/Bugojno,Bugojno
Bosnia and Herzegovina/Kalinoyik,Kalinoyik
Bosnia and Herzegovina/Kragujevac,Kragujevac
Bosnia and Herzegovina/Mahala,Mahala
Bosnia and Herzegovina/Meljavci,Meljavci
Bosnia and Herzegovina/Mostar,Mostar
Bosnia and Herzegovina/Sarajevo,Sarajevo
Bosnia and Herzegovina/Stolac,Stolac
Bosnia and Herzegovina/Tuzla,Tuzla
Bosnia and Herzegovina/Vrsac,Vrsac
Botswana/Boatlaname,Boatlaname
Botswana/Bogo Gobo,Bogo Gobo
Botswana/Bokaa,Bokaa
Botswana/Bokspits,Bokspits
Botswana/Bonwapitse,Bonwapitse
Botswana/Botlhapatlou,Botlhapatlou
Botswana/Dukwe,Dukwe
Botswana/Dumadumana,Dumadumana
Botswana/Dutlwe,Dutlwe
Botswana/Francistown,Francistown
Botswana/Gaborone,Gaborone
Botswana/Galekgatshwane,Galekgatshwane
Botswana/Gaphatshwe,Gaphatshwe
Botswana/Gobojango,Gobojango
Botswana/Gweta,Gweta
Botswana/Hukuntsi,Hukuntsi
Botswana/Janeng,Janeng
Botswana/Kachikau,Kachikau
Botswana/Kalakamati,Kalakamati
Botswana/Kalamare,Kalamare
Botswana/Kang,Kang
Botswana/Kanye,Kanye
Botswana/Kavimba,Kavimba
Botswana/Khakhea,Khakhea
Botswana/Khudumelapye,Khudumelapye
Botswana/Komane,Komane
Botswana/Kopong,Kopong
Botswana/Kuli,Kuli
Botswana/Kurametsi,Kurametsi
Botswana/Lenchwe Le Tau,Lenchwe Le Tau
Botswana/Letlhakane,Letlhakane
Botswana/Letlhakeng,Letlhakeng
Botswana/Letsheng,Letsheng
Botswana/Lobatse,Lobatse
Botswana/Maapi,Maapi
Botswana/Mabuli,Mabuli
Botswana/Machaneng,Machaneng
Botswana/Magothla,Magothla
Botswana/Mahalapye,Mahalapye
Botswana/Makalamabedi,Makalamabedi
Botswana/Makaleng,Makaleng
Botswana/Makoba,Makoba
Botswana/Makwata,Makwata
Botswana/Malaka,Malaka
Botswana/Manyana,Manyana
Botswana/Masame,Masame
Botswana/Masunga,Masunga
Botswana/Mathakola,Mathakola
Botswana/Mathambgwane,Mathambgwane
Botswana/Mathathane,Mathathane
Botswana/Maun,Maun
Botswana/Maunatlala,Maunatlala
Botswana/Metsemotlhaba,Metsemotlhaba
Botswana/Mmathubudukwane,Mmathubudukwane
Botswana/Mmokolodi,Mmokolodi
Botswana/Mmopone,Mmopone
Botswana/Mochudi,Mochudi
Botswana/Moeng,Moeng
Botswana/Mogapi,Mogapi
Botswana/Mogapinyana,Mogapinyana
Botswana/Mogoditshane,Mogoditshane
Botswana/Moijabana,Moijabana
Botswana/Mokokwane,Mokokwane
Botswana/Molepolole,Molepolole
Botswana/Mononyane,Mononyane
Botswana/Mookane,Mookane
Botswana/Mopipi,Mopipi
Botswana/Moremi,Moremi
Botswana/Mosetse,Mosetse
Botswana/Mosopa,Mosopa
Botswana/Nata,Nata
Botswana/Nkoyaphiri,Nkoyaphiri
Botswana/Nokaneng,Nokaneng
Botswana/Orapa,Orapa
Botswana/Otse,Otse
Botswana/Palapye,Palapye
Botswana/Pandamatenga,Pandamatenga
Botswana/Pilane,Pilane
Botswana/Pilikwe,Pilikwe
Botswana/Rakops,Rakops
Botswana/Ramokgonami,Ramokgonami
Botswana/Ramotswa,Ramotswa
Botswana/Ratholo,Ratholo
Botswana/Sebina,Sebina
Botswana/Sefophe,Sefophe
Botswana/Sehithwa,Sehithwa
Botswana/Sekoma,Sekoma
Botswana/Selebi-Phikwe,Selebi-Phikwe
Botswana/Serowe,Serowe
Botswana/Shakawe,Shakawe
Botswana/Shakgwe,Shakgwe
Botswana/Sua,Sua
Botswana/Tamasane,Tamasane
Botswana/Thamaga,Thamaga
Botswana/Tlhareselele,Tlhareselele
Botswana/Tobane,Tobane
Botswana/Tonota,Tonota
Botswana/Toteng,Toteng
Botswana/Tsau,Tsau
Botswana/Tshabong,Tshabong
Botswana/Tshane,Tshane
Botswana/Tshwane,Tshwane
Botswana/Werda,Werda
Brazil/Acre/Cruseiro do Sul,Cruseiro do Sul
Brazil/Acre/Florescencia,Florescencia
Brazil/Acre/Tarauacá,Tarauacá
Brazil/Alagoas/Anadia,Anadia
Brazil/Alagoas/Barreiras - Alagoas,Barreiras - Alagoas
Brazil/Alagoas/Belem,Belem
Brazil/Alagoas/Gavião,Gavião
Brazil/Alagoas/Maceio,Maceio
Brazil/Alagoas/Pilar,Pilar
Brazil/Alagoas/Porto de Pedras,Porto de Pedras
Brazil/Alagoas/Pão de Açúcar,Pão de Açúcar
Brazil/Alagoas/Valha-me Deus,Valha-me Deus
Brazil/Alagoas/Água Branca,Água Branca
Brazil/Amapá/Macapa,Macapa
Brazil/Amapá/Oiapoque,Oiapoque
Brazil/Amapá/Pôrto Platon,Pôrto Platon
Brazil/Amazonas/Barcelos,Barcelos
Brazil/Amazonas/Benjamim Constant,Benjamim Constant
Brazil/Amazonas/Carauari,Carauari
Brazil/Amazonas/Coari,Coari
Brazil/Amazonas/Igarapé Japurá,Igarapé Japurá
Brazil/Amazonas/Manacapuru,Manacapuru
Brazil/Amazonas/Manaus,Manaus
Brazil/Amazonas/Manicoré,Manicoré
Brazil/Amazonas/Pari-cachoeira,Pari-cachoeira
Brazil/Amazonas/Parintins,Parintins
Brazil/Amazonas/Periquito,Periquito
Brazil/Amazonas/Santa Isabel Rio Negro,Santa Isabel Rio Negro
Brazil/Amazonas/Santana,Santana
Brazil/Amazonas/Tefé,Tefé
Brazil/Amazonas/Uaupes,Uaupes
Brazil/Bahia/Alagoinhas,Alagoinhas
Brazil/Bahia/América Dourada,América Dourada
Brazil/Bahia/Barreiras,Barreiras
Brazil/Bahia/Boa Vista do Lagamar,Boa Vista do Lagamar
Brazil/Bahia/Bom Jesus De Lapa,Bom Jesus De Lapa
Brazil/Bahia/Buracica,Buracica
Brazil/Bahia/Caetite,Caetite
Brazil/Bahia/Caravelas,Caravelas
Brazil/Bahia/Cipó,Cipó
Brazil/Bahia/Cruz das Almas,Cruz das Almas
Brazil/Bahia/Glória,Glória
Brazil/Bahia/Iguá,Iguá
Brazil/Bahia/Ilheus,Ilheus
Brazil/Bahia/Itaberaba,Itaberaba
Brazil/Bahia/Itaparica,Itaparica
Brazil/Bahia/Lençóis,Lençóis
Brazil/Bahia/Maria Quitéria,Maria Quitéria
Brazil/Bahia/Monte Santo,Monte Santo
Brazil/Bahia/Pau Sêco,Pau Sêco
Brazil/Bahia/Remanso,Remanso
Brazil/Bahia/Salvador,Salvador
Brazil/Bahia/Santa Rita de Cássia,Santa Rita de Cássia
Brazil/Bahia/Sao Caetano,Sao Caetano
Brazil/Bahia/São Bento das Lajes,São Bento das Lajes
Brazil/Bahia/Villa dos Remedios,Villa dos Remedios
Brazil/Ceará/Aracati,Aracati
Brazil/Ceará/Barbalha,Barbalha
Brazil/Ceará/Campos Sales,Campos Sales
Brazil/Ceará/Crateús,Crateús
Brazil/Ceará/Fazenda Salvação,Fazenda Salvação
Brazil/Ceará/Fortaleza,Fortaleza
Brazil/Ceará/Iguatu,Iguatu
Brazil/Ceará/Messejana,Messejana
Brazil/Ceará/Morada Nova,Morada Nova
Brazil/Ceará/Mulungu,Mulungu
Brazil/Ceará/Poço da Pedra,Poço da Pedra
Brazil/Ceará/Quixeramobim,Quixeramobim
Brazil/Ceará/Riacho Teodósio,Riacho Teodósio
Brazil/Ceará/Sobral,Sobral
Brazil/Ceará/São José,São José
Brazil/Distrito Federal/Brasilia,Brasilia
Brazil/Espírito Santo/Beco do Junal,Beco do Junal
Brazil/Espírito Santo/São Luiz Gonzaga,São Luiz Gonzaga
Brazil/Espírito Santo/Vitoria,Vitoria
Brazil/Goiás/Aragarças,Aragarças
Brazil/Goiás/Catalao,Catalao
Brazil/Goiás/Formosa,Formosa
Brazil/Goiás/Goiania,Goiania
Brazil/Goiás/Goiás,Goiás
Brazil/Goiás/Mineiros,Mineiros
Brazil/Goiás/Pirenopolis,Pirenopolis
Brazil/Goiás/Rio Verde,Rio Verde
Brazil/Goiás/Senador Canedo,Senador Canedo
Brazil/Maranhão/Barra Do Corda,Barra Do Corda
Brazil/Maranhão/Carolina,Carolina
Brazil/Maranhão/Caxias,Caxias
Brazil/Maranhão/Imperatriz,Imperatriz
Brazil/Maranhão/Santa Rita,Santa Rita
Brazil/Maranhão/Sao Luis,Sao Luis
Brazil/Maranhão/Sitio Novo do Grajau,Sitio Novo do Grajau
Brazil/Maranhão/São Bento,São Bento
Brazil/Maranhão/Timon,Timon
Brazil/Maranhão/Zé Doca,Zé Doca
Brazil/Mato Grosso do Sul/Aldeia,Aldeia
Brazil/Mato Grosso do Sul/Bela Vista,Bela Vista
Brazil/Mato Grosso do Sul/Campo Grande,Campo Grande
Brazil/Mato Grosso do Sul/Coxim,Coxim
Brazil/Mato Grosso do Sul/Galheiro,Galheiro
Brazil/Mato Grosso do Sul/Ivinhema,Ivinhema
Brazil/Mato Grosso do Sul/Paranaíba,Paranaíba
Brazil/Mato Grosso do Sul/Ponta Pora,Ponta Pora
Brazil/Mato Grosso do Sul/Tres Lagoas,Tres Lagoas
Brazil/Mato Grosso/Caceres,Caceres
Brazil/Mato Grosso/Cuiaba,Cuiaba
Brazil/Mato Grosso/Diamantino,Diamantino
Brazil/Mato Grosso/Gleba Celeste,Gleba Celeste
Brazil/Mato Grosso/Pampulha,Pampulha
Brazil/Mato Grosso/Passagem da Conceicao,Passagem da Conceicao
Brazil/Mato Grosso/Rio Branco,Rio Branco
Brazil/Mato Grosso/Rio Sangradouro Grande,Rio Sangradouro Grande
Brazil/Mato Grosso/Tirirical,Tirirical
Brazil/Minas Gerais/Araxa,Araxa
Brazil/Minas Gerais/Araçuaí,Araçuaí
Brazil/Minas Gerais/Arcângelo,Arcângelo
Brazil/Minas Gerais/Bambuí,Bambuí
Brazil/Minas Gerais/Barbacena,Barbacena
Brazil/Minas Gerais/Bela Vista de Minas,Bela Vista de Minas
Brazil/Minas Gerais/Belo Horizonte,Belo Horizonte
Brazil/Minas Gerais/Caldas,Caldas
Brazil/Minas Gerais/Cambuquira,Cambuquira
Brazil/Minas Gerais/Capinópolis,Capinópolis
Brazil/Minas Gerais/Cataguases,Cataguases
Brazil/Minas Gerais/Caxambu,Caxambu
Brazil/Minas Gerais/Conceição do Mato Dentro,Conceição do Mato Dentro
Brazil/Minas Gerais/Coronel Pacheco,Coronel Pacheco
Brazil/Minas Gerais/Curvelo,Curvelo
Brazil/Minas Gerais/Córrego da Pistola,Córrego da Pistola
Brazil/Minas Gerais/Diamantina,Diamantina
Brazil/Minas Gerais/Espinosa,Espinosa
Brazil/Minas Gerais/Florestal,Florestal
Brazil/Minas Gerais/Frutal,Frutal
Brazil/Minas Gerais/Ibirité,Ibirité
Brazil/Minas Gerais/Itamarandiba,Itamarandiba
Brazil/Minas Gerais/Januaria,Januaria
Brazil/Minas Gerais/João Pinheiro,João Pinheiro
Brazil/Minas Gerais/Juiz de Fora,Juiz de Fora
Brazil/Minas Gerais/Lavras,Lavras
Brazil/Minas Gerais/Machado,Machado
Brazil/Minas Gerais/Manhumirim,Manhumirim
Brazil/Minas Gerais/Minas Novas,Minas Novas
Brazil/Minas Gerais/Montes Claros,Montes Claros
Brazil/Minas Gerais/Morro Alto,Morro Alto
Brazil/Minas Gerais/Nossa Senhora Aparecida,Nossa Senhora Aparecida
Brazil/Minas Gerais/Oliveira,Oliveira
Brazil/Minas Gerais/Ouro Fino,Ouro Fino
Brazil/Minas Gerais/Passa Quatro,Passa Quatro
Brazil/Minas Gerais/Patos de Minas,Patos de Minas
Brazil/Minas Gerais/Patrocínio,Patrocínio
Brazil/Minas Gerais/Pedra Azul,Pedra Azul
Brazil/Minas Gerais/Pirapora,Pirapora
Brazil/Minas Gerais/Pompeu,Pompeu
Brazil/Minas Gerais/Querosene,Querosene
Brazil/Minas Gerais/Salinas,Salinas
Brazil/Minas Gerais/Sete Lagoas,Sete Lagoas
Brazil/Minas Gerais/São Francisco,São Francisco
Brazil/Minas Gerais/São José do Triunfo,São José do Triunfo
Brazil/Minas Gerais/São Lourenço,São Lourenço
Brazil/Minas Gerais/São Thomé das Letras,São Thomé das Letras
Brazil/Minas Gerais/Teofilo Otoni,Teofilo Otoni
Brazil/Minas Gerais/Uberaba,Uberaba
Brazil/Minas Gerais/Uberlandia,Uberlandia
Brazil/Paraná/Campo Mourão,Campo Mourão
Brazil/Paraná/Castro,Castro
Brazil/Paraná/Curitiba,Curitiba
Brazil/Paraná/Encantado dOeste,Encantado dOeste
Brazil/Paraná/Guarapuava,Guarapuava
Brazil/Paraná/Irati,Irati
Brazil/Paraná/Ivaí,Ivaí
Brazil/Paraná/Jacarezinho,Jacarezinho
Brazil/Paraná/Maringá,Maringá
Brazil/Paraná/Palmas,Palmas
Brazil/Paraná/Rio Negro,Rio Negro
Brazil/Paraná/São Mateus do Sul,São Mateus do Sul
Brazil/Paraná/Vila Leomar,Vila Leomar
Brazil/Paraíba/Boa Vista,Boa Vista
Brazil/Paraíba/Clevelandia,Clevelandia
Brazil/Paraíba/Csu,Csu
Brazil/Paraíba/Foz do Iguacu,Foz do Iguacu
Brazil/Paraíba/Guarabira,Guarabira
Brazil/Paraíba/Joao Pessoa,Joao Pessoa
Brazil/Paraíba/Londrina,Londrina
Brazil/Paraíba/Malhadinha,Malhadinha
Brazil/Paraíba/Paranagua,Paranagua
Brazil/Paraíba/Patos,Patos
Brazil/Paraíba/Santa Cruz,Santa Cruz
Brazil/Paraíba/Santarem,Santarem
Brazil/Paraíba/Soledade,Soledade
Brazil/Paraíba/Sousa,Sousa
Brazil/Paraíba/Umbuzeiro,Umbuzeiro
Brazil/Pará/Baixa Verde,Baixa Verde
Brazil/Pará/Baixão do Tufi,Baixão do Tufi
Brazil/Pará/Belterra,Belterra
Brazil/Pará/Breves,Breves
Brazil/Pará/Conceicao da Araguaia,Conceicao da Araguaia
Brazil/Pará/Itaituba,Itaituba
Brazil/Pará/Maloca do Capieri,Maloca do Capieri
Brazil/Pará/Monte Alegre,Monte Alegre
Brazil/Pará/Ponta Pelada,Ponta Pelada
Brazil/Pará/Porto de Moz,Porto de Moz
Brazil/Pará/Sao Felix do Xingu,Sao Felix do Xingu
Brazil/Pará/Soure,Soure
Brazil/Pará/Taperinha,Taperinha
Brazil/Pará/Tucuruí,Tucuruí
Brazil/Pará/Ábidos,Ábidos
Brazil/Pernambuco/Canaã,Canaã
Brazil/Pernambuco/Garanhuns,Garanhuns
Brazil/Pernambuco/Melancia,Melancia
Brazil/Pernambuco/Palmares,Palmares
Brazil/Pernambuco/Petrolina,Petrolina
Brazil/Pernambuco/Recife,Recife
Brazil/Pernambuco/Retiro,Retiro
Brazil/Pernambuco/Segundo,Segundo
Brazil/Pernambuco/Serrote,Serrote
Brazil/Pernambuco/Tamboatá,Tamboatá
Brazil/Piauí/Bom Jesus,Bom Jesus
Brazil/Piauí/Christovinho,Christovinho
Brazil/Piauí/Parnaiba,Parnaiba
Brazil/Piauí/Teresina,Teresina
Brazil/Rio Grande do Norte/Acari,Acari
Brazil/Rio Grande do Norte/Augusto Severo,Augusto Severo
Brazil/Rio Grande do Norte/Florânia,Florânia
Brazil/Rio Grande do Norte/Natal,Natal
Brazil/Rio Grande do Norte/Porto do Pilão,Porto do Pilão
Brazil/Rio Grande do Norte/Soledade,Soledade
Brazil/Rio Grande do Norte/Umbuzeiro,Umbuzeiro
Brazil/Rio Grande do Sul/Arambaré,Arambaré
Brazil/Rio Grande do Sul/Arroio Grande,Arroio Grande
Brazil/Rio Grande do Sul/Arroio Miranda,Arroio Miranda
Brazil/Rio Grande do Sul/Bagé,Bagé
Brazil/Rio Grande do Sul/Bom Jesus,Bom Jesus
Brazil/Rio Grande do Sul/Cachoeira do Sul,Cachoeira do Sul
Brazil/Rio Grande do Sul/Canoas,Canoas
Brazil/Rio Grande do Sul/Caçapava do Sul,Caçapava do Sul
Brazil/Rio Grande do Sul/Colombo,Colombo
Brazil/Rio Grande do Sul/Cruz Alta,Cruz Alta
Brazil/Rio Grande do Sul/Encruzilhada do Sul,Encruzilhada do Sul
Brazil/Rio Grande do Sul/Euzébio Beltrão de Queiroz,Euzébio Beltrão de Queiroz
Brazil/Rio Grande do Sul/Gravatai,Gravatai
Brazil/Rio Grande do Sul/Iraí,Iraí
Brazil/Rio Grande do Sul/Itaqui,Itaqui
Brazil/Rio Grande do Sul/Lagoa Vermelha,Lagoa Vermelha
Brazil/Rio Grande do Sul/Marcelino Ramos,Marcelino Ramos
Brazil/Rio Grande do Sul/Moreião,Moreião
Brazil/Rio Grande do Sul/Palmeira das Missões,Palmeira das Missões
Brazil/Rio Grande do Sul/Passo Nono,Passo Nono
Brazil/Rio Grande do Sul/Pelotas,Pelotas
Brazil/Rio Grande do Sul/Porto Alegre,Porto Alegre
Brazil/Rio Grande do Sul/Santa Maria,Santa Maria
Brazil/Rio Grande do Sul/Santa Vitoria do Palmar,Santa Vitoria do Palmar
Brazil/Rio Grande do Sul/Santana do Livramento,Santana do Livramento
Brazil/Rio Grande do Sul/Santo Ângelo,Santo Ângelo
Brazil/Rio Grande do Sul/São Gabriel,São Gabriel
Brazil/Rio Grande do Sul/São Luiz Gonzaga,São Luiz Gonzaga
Brazil/Rio Grande do Sul/Torres,Torres
Brazil/Rio Grande do Sul/Travessa Bernardini,Travessa Bernardini
Brazil/Rio Grande do Sul/Uruguaiana,Uruguaiana
Brazil/Rio de Janeiro/Abolição,Abolição
Brazil/Rio de Janeiro/Angra dos Reis,Angra dos Reis
Brazil/Rio de Janeiro/Arraial do Cabo,Arraial do Cabo
Brazil/Rio de Janeiro/Bairro Paraíso,Bairro Paraíso
Brazil/Rio de Janeiro/Bairro do Jacarandá,Bairro do Jacarandá
Brazil/Rio de Janeiro/Bonsucesso,Bonsucesso
Brazil/Rio de Janeiro/Campos,Campos
Brazil/Rio de Janeiro/Campos Elísios,Campos Elísios
Brazil/Rio de Janeiro/Carmo,Carmo
Brazil/Rio de Janeiro/Centro Histórico de Petropolis,Centro Histórico de Petropolis
Brazil/Rio de Janeiro/Conselheiro Paulino,Conselheiro Paulino
Brazil/Rio de Janeiro/Cordeiro,Cordeiro
Brazil/Rio de Janeiro/Engenheiro Junqueira,Engenheiro Junqueira
Brazil/Rio de Janeiro/Itaperuna,Itaperuna
Brazil/Rio de Janeiro/Lapa,Lapa
Brazil/Rio de Janeiro/Macae,Macae
